Sample_ID,Mouse_ID,Timepoint,Genotype,Grouped.genotype,OTU1,OTU2,OTU3,OTU4,OTU5,OTU6,OTU7,OTU8,OTU9,OTU10,OTU11,OTU12,OTU13,OTU14,OTU15,OTU16,OTU17,OTU18,OTU19,OTU20,OTU21,OTU22,OTU23,OTU24,OTU25,OTU26,OTU27,OTU28,OTU29,OTU30,OTU31,OTU32,OTU33,OTU34,OTU35,OTU36,OTU37,OTU38,OTU39,OTU40,OTU41,OTU42,OTU43,OTU44,OTU45,OTU46,OTU47,OTU48,OTU49,OTU50,OTU51,OTU52,OTU53,OTU54
ACKGx348W0,ACKGx348,W0,ACK,ACK/G,1719,964,1819,292,0,0,366,0,3844,68,876,131,558,43,16,13,21,1421,3104,10469,4,44,2,15,849,2737,1134,35,243,5,368,939,900,0,0,3,32,5,9,110,193,120,22,1302,42,11,22,14,534,554,133,18,33,459
ACKGx354W0,ACKGx354,W0,ACKG,ACK/G,11,645,680,146,0,8,25,0,1557,11,3005,53,1339,25,7,101,0,1154,1434,0,0,7,0,29,19,2271,202,25,82,0,560,593,6,0,0,13,0,0,5,275,87,0,26,709,27,8,17,0,0,934,327,0,6,83
ACKGx361W0,ACKGx361,W0,ACKG,ACK/G,428,337,1048,37,44,11,86,0,803,16,2108,164,1086,45,2,9,2,723,1403,31,3,12,5,10,231,1360,87,15,83,0,297,492,403,3,0,14,21,0,0,119,434,37,79,489,0,0,23,9,2,873,258,29,20,119
ACKGx382W0,ACKGx382,W0,ACKG,ACK/G,28501,5793,32319,871,0,136,505,0,23143,455,2136,562,18128,159,63,932,103,7882,13261,1932,24,47,20,107,16973,30506,6711,1857,682,0,3556,6226,48037,28,24,232,140,16,15,4097,4561,2236,230,4391,315,74,628,60,27,7865,4362,50,124,178
ACKGx396W0,ACKGx396,W0,ACKG,ACK/G,749,176,563,240,0,0,82,0,567,11,974,70,305,9,10,4,5,579,1327,1723,0,3,0,11,225,495,115,120,87,0,162,159,990,2,0,0,10,0,0,100,73,59,38,353,59,7,2,0,87,259,47,0,6,153
ACKGx397W0,ACKGx397,W0,ACK,ACK/G,2114,729,6208,190,0,0,158,0,3896,115,2235,227,1279,42,19,111,24,2337,3568,90,5,10,7,37,528,3008,278,152,289,0,962,706,1682,3,0,19,6,0,9,123,422,153,113,1141,84,18,10,7,0,993,198,6,16,327
ACKGx415W0,ACKGx415,W0,ACK,ACK/G,901,1977,3521,334,0,23,173,0,4136,42,466,127,573,18,20,78,2,1215,2720,303,0,17,0,27,807,905,1219,39,109,0,685,776,1056,3,0,0,0,6,0,313,281,65,30,1200,62,10,54,0,370,831,493,39,47,114
ACKGx420W0,ACKGx420,W0,ACK,ACK/G,1569,740,5061,296,0,12,199,2,1441,56,451,176,302,41,19,7,9,1305,2838,2185,0,15,0,25,694,2287,318,36,123,0,320,490,1286,4,0,0,0,5,35,215,290,128,53,811,30,0,14,0,937,561,162,19,5,288
HACKGx182W0,HACKGx182,W0,HACK,HACK/G,679,2186,1549,109,4,0,30,0,2763,48,250,15,1199,11,0,2,3,469,802,3997,0,28,0,0,3165,2918,894,59,24,0,305,192,1022,0,0,0,0,0,0,316,251,44,0,220,6,0,182,0,62,1367,224,0,33,14
HACKGx185W0,HACKGx185,W0,HACK,HACK/G,471,1329,1965,164,0,12,34,0,2550,31,400,67,2020,15,5,53,12,962,1411,204,3,0,3,0,1889,2406,759,100,26,0,402,353,584,0,0,8,0,10,0,429,404,50,30,477,45,0,110,0,0,1139,106,0,133,25
HACKGx251W0,HACKGx251,W0,HACK,HACK/G,2437,1207,1363,219,0,0,102,0,1959,10,123,140,472,48,8,17,6,1128,2157,3585,0,12,5,17,850,960,687,68,99,0,238,66,508,2,0,0,0,105,0,210,209,165,6,465,54,0,13,0,139,501,51,0,8,326
HACKGx271W0,HACKGx271,W0,HACK,HACK/G,1867,550,1243,41,0,0,32,0,1453,7,261,35,606,10,7,12,2,391,734,867,0,9,0,0,483,1129,107,74,37,0,309,83,2294,0,5,0,0,0,0,263,266,116,8,185,9,0,15,0,5,566,41,0,0,23
HACKGx282W0,HACKGx282,W0,HACKG,HACK/G,11859,6079,6516,516,0,25,154,24,13354,294,3102,332,1981,143,17,20,53,1488,4715,80471,23,62,9,63,1452,2234,881,260,194,0,1129,439,5377,0,0,88,0,527,158,1388,2558,840,25,1095,106,15,92,0,11620,6570,893,16,37,41
HACKGx306W0,HACKGx306,W0,HACK,HACK/G,517,376,1555,204,12,4,84,0,1477,19,288,69,371,29,3,6,7,572,1136,23023,0,10,0,8,520,1424,190,45,44,0,255,129,318,2,0,11,0,60,7,235,4429,0,48,294,45,0,21,10,2149,427,98,0,0,156
HACKGx307W0,HACKGx307,W0,HACKG,HACK/G,696,497,1263,136,0,4,66,0,510,14,278,53,586,68,10,33,7,475,1142,154,0,2,0,10,482,341,292,54,63,0,47,32,651,0,0,0,0,0,19,98,784,54,26,262,9,0,12,0,131,675,104,0,7,228
HACKGx321W0,HACKGx321,W0,HACK,HACK/G,3507,779,2631,174,0,14,94,0,3152,117,823,61,507,13,12,0,25,744,1199,4680,0,13,0,13,2730,3345,234,45,65,0,289,117,3660,0,0,13,0,229,0,184,705,250,28,588,22,0,38,4,2255,432,242,0,4,10
HACKGx328W0,HACKGx328,W0,WT,WT,3972,344,5452,638,5,9,142,0,2709,61,661,86,313,98,9,11,22,1411,2793,5415,0,22,6,20,122,2680,766,151,201,0,895,85,485,4,0,0,0,50,5,151,2417,341,45,455,51,0,12,0,1177,578,74,0,17,480
HACKGx331W0,HACKGx331,W0,HACKG,HACK/G,3529,1681,5011,377,10,11,105,207,6620,174,852,168,1041,80,18,3,36,2280,3017,35806,3,38,0,44,1242,5167,2206,106,345,8,1472,1055,975,4,0,4,0,202,0,203,1488,314,40,818,97,12,54,0,917,712,189,1214,44,285
HACKGx342W0,HACKGx342,W0,HACKG,HACK/G,2342,1621,4569,312,0,10,97,0,3688,63,401,169,693,34,13,0,14,1609,2539,2373,0,8,2,13,2559,4820,1265,163,109,0,335,445,3477,5,0,0,0,85,0,379,265,158,34,762,63,0,60,0,925,401,200,0,48,493
HACKGx344W0,HACKGx344,W0,WT,WT,1070,143,2566,239,0,7,73,0,1108,30,117,160,453,29,13,0,17,762,1542,526,0,0,5,24,628,1060,1240,62,140,0,488,166,252,4,0,0,0,111,0,68,78,118,46,611,29,0,26,0,94,49,16,0,10,28
HACKGx353W0,HACKGx353,W0,HACKG,HACK/G,3665,529,745,34,0,0,39,9,2044,21,252,7,227,6,3,16,6,239,395,8224,0,17,2,0,321,574,164,5,21,0,81,196,609,0,0,6,0,145,20,102,3084,292,0,132,6,0,7,0,2458,748,113,0,6,7
HACKGx356W0,HACKGx356,W0,HACKG,HACK/G,8032,1123,2567,278,0,8,45,0,4141,49,515,62,1020,24,6,46,16,839,1482,900,0,17,0,12,744,5673,575,6,55,0,225,910,762,0,0,36,0,0,17,469,290,612,20,319,22,8,54,12,412,1522,636,0,41,37
HACKGx358W0,HACKGx358,W0,HACKG,HACK/G,2968,490,1003,201,3,0,62,0,1965,60,276,32,555,21,6,11,12,777,941,2126,0,8,5,11,452,1172,960,5,81,0,73,113,430,0,0,0,0,0,4,226,232,231,31,338,23,0,61,0,430,443,195,0,16,12
HACKGx364W0,HACKGx364,W0,WT,WT,3406,607,1135,42,0,0,24,0,1816,31,313,28,713,0,3,17,10,432,631,1005,0,5,0,5,201,1847,164,106,29,0,213,115,1172,2,0,4,0,0,9,162,158,287,7,224,15,0,32,17,86,806,71,0,10,7
HACKGx367W0,HACKGx367,W0,HACK,HACK/G,3081,183,2217,140,3,0,88,4,1570,78,558,93,838,12,8,13,38,909,1954,4623,7,5,2,20,449,747,1116,138,52,0,435,95,894,0,0,20,0,25,0,224,286,191,0,679,73,9,78,0,283,283,84,0,6,14
HACKGx389W0,HACKGx389,W0,WT,WT,5506,3134,10795,822,0,17,816,3,9848,169,4476,457,1641,301,30,52,145,3509,9245,19805,9,54,8,90,424,7753,3430,398,428,10,754,652,558,12,23,363,0,29,68,821,886,366,105,3627,560,38,192,9,1445,3952,680,33,74,949
HACKGx395W0,HACKGx395,W0,WT,WT,522,439,5033,289,0,5,114,12,1463,31,626,158,73,61,12,9,18,870,1757,943,0,5,0,27,98,1045,160,14,25,0,264,327,5,5,0,0,0,223,0,277,314,43,114,764,15,0,17,0,68,253,36,0,34,236
HACKGx396W0,HACKGx396,W0,WT,WT,1341,334,3959,323,0,10,99,7,1349,34,599,94,425,103,14,48,17,1120,1834,835,30,6,3,29,164,1143,231,96,103,0,265,182,35,4,0,14,0,102,2,267,287,99,59,581,111,6,29,0,134,577,57,3,8,352
HACKGx417W0,HACKGx417,W0,HACKG,HACK/G,29542,5339,10508,1265,0,12,342,30,17001,101,3231,344,1765,140,19,71,35,2956,4326,19126,4,41,7,33,1386,7549,1685,589,247,7,810,536,12383,0,17,7,0,10,25,986,363,2516,55,2009,113,15,153,32,162,5059,483,91,74,136
HACKGx419W0,HACKGx419,W0,WT,WT,1349,393,1286,260,0,0,148,0,858,16,246,128,139,32,7,6,11,1151,1579,893,0,14,0,19,162,1087,434,39,100,0,172,196,151,0,0,0,0,20,2,49,126,94,10,435,34,6,6,0,100,140,31,0,4,314
ACKGx292W1,ACKGx292,W1,ACKG,ACK/G,239,577,103,4,168,10,42,161,701,8,26,7,545,6,2,0,39,14,126,2332,6,0,3,9,467,305,68,0,10,0,6,478,154,0,0,0,0,28,0,0,950,0,0,19,10,0,8,21,6,95,0,2904,27,79
ACKGx339W1,ACKGx339,W1,ACK,ACK/G,10424,4700,3384,108,103,245,623,2825,5859,251,696,235,4198,82,47,4,706,1723,3317,42496,49,26,69,176,12267,3228,319,31,109,46,407,9192,3087,31,26,0,120,462,18,182,57725,587,0,3252,95,8,136,236,342,809,0,48699,846,308
ACKGx348W1,ACKGx348,W1,ACK,ACK/G,5445,1945,1254,17,44,119,346,3423,5696,394,91,56,32056,33,35,20,185,230,2298,117979,10,11,12,61,12065,2867,948,20,118,0,489,5051,4513,32,30,0,17,1411,0,67,79732,390,9,1648,39,0,347,675,950,1087,68,24480,276,158
ACKGx354W1,ACKGx354,W1,ACKG,ACK/G,807,3319,176,0,245,40,74,1633,4211,334,76,0,1644,10,0,0,41,13,266,82305,23,6,8,4,495,1103,308,0,7,6,24,2125,625,0,3,0,0,923,4,48,17103,52,0,364,0,0,46,13,1618,630,59,21882,78,117
ACKGx361W1,ACKGx361,W1,ACKG,ACK/G,15892,15504,4873,66,977,109,1019,743,14578,491,712,293,15433,641,20,3,92,1437,5204,59852,25,64,9,17,1145,4943,886,11,103,0,1395,13315,1405,3,51,55,80,614,12,234,53606,1044,0,4302,18,6,354,91,3757,2410,39,46530,843,2372
ACKGx382W1,ACKGx382,W1,ACKG,ACK/G,3966,1632,403,93,682,236,73,1064,8422,118,307,60,1475,85,0,0,91,86,900,33851,13,21,12,5,1165,1361,379,19,59,21,7,9022,1125,5,17,0,32,507,0,245,18672,228,0,856,11,0,101,49,929,2700,118,29615,786,413
ACKGx396W1,ACKGx396,W1,ACKG,ACK/G,13,105,20,0,3,0,10,217,566,9,6,0,115,0,3,0,6,0,32,9600,0,0,0,0,26,33,106,0,0,0,15,243,0,0,0,0,0,142,0,16,800,0,0,35,0,0,5,0,758,126,4,911,29,25
ACKGx415W1,ACKGx415,W1,ACK,ACK/G,514,1096,337,4,0,26,56,115,1056,21,44,16,273,34,2,4,10,198,505,8269,4,3,7,19,83,1177,40,6,18,0,75,1340,223,11,0,0,0,18,0,71,5465,0,0,704,0,0,11,4,253,419,27,6455,56,25
ACKGx416W1,ACKGx416,W1,ACKG,ACK/G,313,967,63,0,11,7,21,217,643,17,2,0,104,5,0,0,16,19,48,9404,0,0,0,0,9,251,8,0,5,0,23,331,33,3,0,0,0,72,0,8,3081,0,0,73,0,0,0,0,745,259,2,2232,19,25
ACKGx419W1,ACKGx419,W1,ACKG,ACK/G,257,393,127,0,5,14,23,202,494,15,4,10,109,14,0,0,20,59,108,12224,0,2,0,0,2,258,40,0,9,0,50,277,6,6,0,0,0,88,0,20,3507,0,0,217,0,0,0,0,755,75,0,1773,11,12
ACKGx420W1,ACKGx420,W1,ACK,ACK/G,764,582,304,39,0,11,76,155,887,16,38,20,160,17,6,2,0,107,628,12168,0,0,0,12,85,480,64,0,33,0,192,194,186,8,0,6,0,45,0,21,2708,56,0,341,0,0,4,0,346,158,25,2841,10,67
ACKGx426W1,ACKGx426,W1,ACK,ACK/G,773,357,118,0,69,5,36,324,1435,19,10,8,122,8,0,0,9,35,150,10585,0,0,0,7,145,84,69,0,0,0,6,163,146,3,0,0,0,94,0,0,4206,38,0,198,0,0,5,0,275,87,0,2140,13,14
ACKGx433W1,ACKGx433,W1,ACK,ACK/G,477,1509,171,15,326,44,114,561,676,129,25,9,98,0,0,0,9,11,208,11977,4,0,7,0,180,190,139,0,7,3,17,950,35,0,0,0,4,87,9,4,5384,0,0,58,0,0,9,100,291,75,2,2214,6,68
ACKGx440W1,ACKGx440,W1,ACKG,ACK/G,562,1167,433,12,197,26,168,281,1164,25,28,27,413,36,6,2,42,202,482,2937,0,3,8,20,208,295,359,0,47,0,20,856,111,5,0,0,5,20,0,5,2795,0,14,410,7,0,4,26,90,116,11,2630,16,243
HACKGx182W1,HACKGx182,W1,HACK,HACK/G,141,1316,1092,5,44,21,154,235,1286,40,106,59,863,14,3,3,36,954,545,4137,0,5,5,19,850,1157,28,0,26,0,17,1298,42,0,0,0,0,47,0,10,2223,0,0,289,0,0,15,0,44,587,87,0,174,195
HACKGx185W1,HACKGx185,W1,HACK,HACK/G,191,1059,501,3,37,5,102,62,213,50,30,18,652,29,0,0,8,1238,301,5847,5,0,0,8,1906,867,79,6,4,10,63,1068,109,2,0,0,0,50,4,29,1018,0,0,232,0,0,14,6,31,197,39,0,4,81
HACKGx251W1,HACKGx251,W1,HACK,HACK/G,1640,6582,670,14,1458,53,36,2014,3004,51,33,84,1329,14,0,2,80,351,461,33516,15,14,17,11,2839,1462,633,7,17,10,47,4624,315,0,0,0,0,3368,10,31,4038,125,0,131,19,0,40,241,757,1005,12,7,69,29
HACKGx271W1,HACKGx271,W1,HACK,HACK/G,550,1437,934,40,7,36,10,66,1816,15,88,15,1301,9,4,0,18,109,458,4159,4,11,0,10,479,1165,281,4,14,0,30,765,454,0,0,0,0,0,0,25,2413,0,0,198,7,0,28,26,91,260,0,3,129,48
HACKGx282W1,HACKGx282,W1,HACKG,HACK/G,913,1483,610,15,8,55,107,494,1035,21,64,23,298,39,0,0,20,103,491,10330,3,5,3,0,208,861,236,0,27,0,97,635,108,7,0,3,0,292,6,9,4996,72,0,138,15,0,6,0,306,526,16,0,47,71
HACKGx306W1,HACKGx306,W1,HACK,HACK/G,230,1139,158,2,27,13,22,306,708,18,14,0,424,12,0,0,0,54,311,12077,0,0,0,6,309,176,42,5,4,0,14,480,137,0,0,0,0,236,0,43,3480,0,0,83,0,0,4,13,423,122,28,3,25,3
HACKGx307W1,HACKGx307,W1,HACKG,HACK/G,79,924,298,0,0,9,53,71,330,16,12,10,125,14,0,0,0,70,400,7006,0,0,0,6,88,780,71,0,13,0,0,427,19,4,0,0,0,106,0,2,1308,0,0,42,0,0,0,0,380,141,3,0,34,18
HACKGx321W1,HACKGx321,W1,HACK,HACK/G,65,345,234,9,180,4,21,530,1782,29,78,18,208,0,2,3,14,59,220,5236,0,0,0,0,300,170,87,0,3,0,7,580,37,0,0,0,0,103,4,41,7282,0,0,62,10,0,16,33,381,195,64,2,86,14
HACKGx328W1,HACKGx328,W1,WT,WT,158,358,206,3,22,0,9,474,1830,18,19,8,98,0,0,25,3,183,130,9902,0,13,0,0,269,277,70,0,2,0,29,263,6,0,0,0,0,282,0,35,3407,0,12,77,0,0,9,43,289,44,28,0,6,0
HACKGx331W1,HACKGx331,W1,HACKG,HACK/G,626,4063,2607,34,734,158,710,6956,18423,197,176,28,644,55,4,9,225,369,1084,79955,9,127,10,10,2057,886,358,3,109,5,23,3271,22,48,0,0,0,3843,2,70,27369,46,0,808,7,0,44,152,2552,351,9,12,335,969
HACKGx342W1,HACKGx342,W1,HACKG,HACK/G,79,186,246,10,674,39,88,358,529,10,44,24,215,44,0,0,7,34,418,1533,0,0,0,4,198,342,16,0,3,0,14,2281,21,0,0,0,0,17,0,14,2261,0,0,57,0,0,11,53,86,408,35,9,79,85
HACKGx344W1,HACKGx344,W1,WT,WT,205,535,587,10,534,30,16,197,1049,13,9,22,857,12,0,33,18,54,190,1006,0,5,0,0,729,721,80,0,0,0,130,2453,42,0,0,0,0,32,3,24,12095,0,0,137,0,0,39,73,117,268,149,0,9,0
HACKGx353W1,HACKGx353,W1,HACKG,HACK/G,29,308,177,0,5,0,90,421,736,6,24,0,137,10,0,4,0,36,269,7385,0,2,0,0,201,156,14,0,7,0,0,382,0,0,0,0,0,442,3,9,2775,0,0,100,0,0,3,0,855,182,4,0,137,35
HACKGx356W1,HACKGx356,W1,HACKG,HACK/G,9,31,6,0,14,0,11,75,117,41,0,0,198,0,0,0,0,0,0,6968,0,0,0,0,99,22,11,0,0,0,0,231,0,0,0,0,0,0,0,0,2056,0,0,9,0,0,5,0,467,10,6,0,2,4
HACKGx358W1,HACKGx358,W1,HACKG,HACK/G,45,13,11,0,0,0,31,39,104,42,0,0,39,0,0,0,0,0,8,11734,0,0,0,0,70,25,6,0,0,0,3,150,0,0,0,0,0,0,0,3,3580,0,0,0,0,0,6,4,540,0,0,5,0,6
HACKGx364W1,HACKGx364,W1,WT,WT,4853,2696,4620,143,0,283,585,31,11767,82,326,339,8857,33,44,391,110,876,3791,59603,3,32,22,28,2563,998,316,78,230,6,320,8746,1111,0,23,5,0,44,83,427,25671,284,18,1294,162,0,348,67,4528,1176,323,27,125,117
HACKGx367W1,HACKGx367,W1,HACK,HACK/G,1688,610,106,5,1052,0,104,297,511,27,5,10,286,6,0,0,24,17,221,3765,0,0,3,0,165,348,16,0,9,0,0,738,290,0,17,0,0,64,0,0,3841,122,0,20,11,0,7,0,260,175,0,3,77,21
HACKGx389W1,HACKGx389,W1,WT,WT,257,248,197,7,8,0,20,81,1303,14,8,10,300,0,0,7,4,40,191,8129,0,7,2,2,564,405,44,0,0,0,0,428,37,0,0,0,0,45,0,51,3310,0,8,90,0,0,6,25,173,71,87,0,4,0
HACKGx395W1,HACKGx395,W1,WT,WT,32,101,80,0,9,0,0,101,705,4,7,11,115,0,0,7,0,104,65,4487,0,0,0,0,27,216,47,0,0,0,0,387,0,0,0,0,0,360,0,12,3015,0,0,25,0,0,6,12,340,20,10,0,6,0
HACKGx396W1,HACKGx396,W1,WT,WT,137,246,2421,42,120,27,159,101,1537,9,235,91,455,30,5,42,18,682,1607,7146,0,9,0,13,235,609,50,30,72,0,212,435,0,3,89,0,0,402,20,112,2200,0,0,355,0,0,14,6,454,139,133,0,17,66
HACKGx417W1,HACKGx417,W1,HACKG,HACK/G,103,983,370,8,916,14,36,60,523,10,13,0,216,0,0,0,3,424,356,4376,6,4,6,5,159,624,195,0,19,0,39,488,6,0,65,0,0,210,2,44,1543,0,0,118,0,0,0,33,325,10,22,4,22,79
HACKGx419W1,HACKGx419,W1,WT,WT,136,115,790,30,0,9,58,63,1187,12,57,27,280,4,0,20,8,161,700,7458,0,0,0,8,147,890,31,0,53,0,61,388,0,0,0,0,0,306,0,43,3615,0,0,93,12,0,14,0,798,66,64,0,4,13
ACKGx292W3,ACKGx292,W3,ACKG,ACK/G,1057,467,2533,21,2,11,56,0,1891,31,679,75,292,35,9,16,11,493,1276,679,0,0,3,19,522,963,118,3,103,0,305,429,460,0,0,7,6,4,0,44,111,91,13,193,17,0,10,0,44,293,33,145,16,72
ACKGx339W3,ACKGx339,W3,ACK,ACK/G,4334,968,3248,57,0,10,95,11,3129,26,970,67,669,59,25,3,9,567,1415,1635,0,9,4,17,1021,1646,123,18,128,0,365,922,1501,0,0,11,33,17,5,38,163,386,24,408,28,10,19,0,151,525,107,377,16,80
ACKGx348W3,ACKGx348,W3,ACK,ACK/G,1239,435,1624,53,0,6,91,0,986,14,773,60,594,10,16,13,0,334,1382,2298,0,2,0,13,612,1060,27,17,105,0,277,566,735,0,0,8,14,14,0,86,217,108,0,214,34,0,19,0,152,331,142,8,10,90
ACKGx354W3,ACKGx354,W3,ACKG,ACK/G,1316,433,335,14,0,0,15,20,1097,12,343,27,585,0,2,0,0,90,401,2794,0,0,0,9,32,742,79,11,14,0,50,265,799,0,0,20,0,8,7,12,1168,101,22,57,0,0,8,0,670,222,33,3002,9,11
ACKGx361W3,ACKGx361,W3,ACKG,ACK/G,2335,358,438,5,0,4,21,10,1944,20,535,15,332,8,0,4,4,72,411,2007,0,7,0,9,63,1149,226,6,107,0,50,411,1078,2,0,28,20,10,13,33,1752,172,0,54,0,0,5,0,242,667,97,4042,46,65
ACKGx382W3,ACKGx382,W3,ACKG,ACK/G,4548,6310,1874,52,12,22,123,99,12462,121,2432,212,1752,14,35,46,35,726,3282,19996,0,67,5,84,1608,10636,253,55,181,0,1075,5721,9917,5,0,48,81,0,7,353,12256,362,15,834,45,12,39,15,1172,4289,209,50035,188,75
ACKGx396W3,ACKGx396,W3,ACKG,ACK/G,134,430,894,40,2,15,54,26,1764,38,1741,159,48,8,15,17,8,1048,888,4259,0,10,0,21,58,725,72,33,151,0,329,146,453,0,0,0,13,4,15,61,1116,0,38,195,12,0,6,0,529,380,75,0,64,103
ACKGx397W3,ACKGx397,W3,ACK,ACK/G,297,404,1125,38,0,0,94,11,2266,0,1041,127,116,13,12,23,8,908,998,1329,0,8,0,12,210,1186,139,8,93,6,265,641,207,0,0,0,16,0,22,18,1768,0,135,218,53,0,4,0,415,560,40,10,45,51
ACKGx415W3,ACKGx415,W3,ACK,ACK/G,112,895,1255,67,0,0,70,0,1430,17,470,50,282,30,6,2,8,937,899,1213,0,11,0,18,55,908,115,21,73,0,413,797,277,3,0,5,0,6,0,96,956,0,0,350,10,4,8,0,105,446,84,7,29,154
ACKGx416W3,ACKGx416,W3,ACKG,ACK/G,5611,2895,1825,67,0,9,100,349,7226,266,1007,193,755,10,0,11,29,915,1502,52824,8,58,0,34,286,4912,2151,38,125,0,355,2376,1803,0,0,31,0,1010,10,119,14170,379,31,472,10,0,19,0,5415,2377,243,11490,81,14
ACKGx419W3,ACKGx419,W3,ACKG,ACK/G,542,509,427,25,0,0,47,53,1062,26,218,13,116,9,9,0,4,70,435,2299,0,5,0,22,70,573,112,2,23,0,222,376,303,2,0,10,0,87,0,27,1115,0,18,132,9,0,0,0,189,300,26,3017,22,44
ACKGx420W3,ACKGx420,W3,ACK,ACK/G,199,884,418,19,0,0,30,71,913,39,143,0,134,10,3,0,3,173,375,4011,0,7,0,4,85,453,43,5,0,0,125,371,233,3,0,0,0,121,0,25,1601,0,20,82,0,0,0,0,323,315,49,2297,28,60
ACKGx426W3,ACKGx426,W3,ACK,ACK/G,88,1447,1262,33,3,10,83,8,2694,17,371,44,415,65,9,8,10,648,1173,396,4,5,0,14,229,888,61,24,113,0,400,349,1396,0,0,13,0,4,6,32,312,0,17,306,3,0,7,0,34,366,68,59,27,191
ACKGx433W3,ACKGx433,W3,ACK,ACK/G,25272,2478,12333,693,11,49,819,0,9677,126,7344,1117,1547,226,78,17,86,10273,11345,8061,10,82,14,91,586,5011,1169,163,516,0,4559,2828,15717,0,0,56,95,14,60,464,2953,1642,154,2240,146,83,26,14,1098,4453,1478,35,23,954
ACKGx435W3,ACKGx435,W3,ACK,ACK/G,6468,2892,10387,224,9,32,873,0,13623,286,2128,1250,3193,81,12,52,156,5491,9722,16155,7,95,0,57,538,4571,600,144,606,0,2562,4833,9388,5,0,91,155,108,80,508,6167,482,6,1796,36,0,34,25,3534,6749,1233,102,53,457
ACKGx440W3,ACKGx440,W3,ACKG,ACK/G,527,1092,394,5,2,7,30,6,2489,28,1634,66,805,9,0,0,38,569,502,2035,0,0,0,10,114,1296,462,3,29,0,152,652,1210,0,0,0,6,16,0,20,1505,36,27,339,7,0,7,0,206,246,16,591,16,18
HACKGx182W3,HACKGx182,W3,HACK,HACK/G,18427,8514,13824,600,0,70,502,11,8578,88,4581,328,2613,98,34,15,31,2115,9693,9761,7,98,7,144,6474,9553,924,303,764,0,3428,1807,5702,22,12,157,0,4,7,296,3281,1418,58,1737,185,20,87,0,479,3828,2209,6568,66,512
HACKGx185W3,HACKGx185,W3,HACK,HACK/G,3227,1829,1333,38,0,11,86,0,2419,28,591,15,1228,25,10,16,7,83,929,749,0,21,0,18,1179,1091,330,22,73,0,378,885,1355,2,26,13,0,0,2,207,1275,241,0,331,14,0,32,3,50,1014,300,1704,53,58
HACKGx251W3,HACKGx251,W3,HACK,HACK/G,1453,876,1583,78,13,0,51,13,1257,19,303,26,554,37,4,8,6,559,1520,5413,0,11,0,20,493,1479,67,5,109,0,204,345,149,0,0,20,0,122,0,78,466,114,12,325,20,0,16,0,414,503,95,0,43,63
HACKGx271W3,HACKGx271,W3,HACK,HACK/G,21238,5826,20682,362,9,63,356,19,7894,96,2395,396,3073,194,43,47,72,6278,10182,7361,0,80,4,146,1865,16654,1467,255,534,4,3106,1625,5069,25,77,19,0,0,24,909,2225,408,194,2106,88,23,93,47,274,3674,287,24,383,623
HACKGx282W3,HACKGx282,W3,HACKG,HACK/G,2702,4876,6754,195,16,51,387,52,11439,210,2493,301,2356,163,61,36,76,1229,7007,66381,33,64,0,196,5375,9026,506,191,488,0,3365,7288,7030,11,14,88,0,241,53,481,31974,208,86,1737,81,24,51,13,4698,4410,259,47722,151,540
HACKGx306W3,HACKGx306,W3,HACK,HACK/G,11077,6494,26355,1195,120,223,1443,46,17956,511,9206,1133,1434,450,196,46,162,16748,22077,54781,15,223,13,313,2356,8794,3852,994,1413,27,7342,6856,3695,87,0,159,0,117,89,1545,14374,839,167,4210,70,68,106,25,8486,7499,920,9,222,1097
HACKGx320W3,HACKGx320,W3,HACK,HACK/G,1934,369,527,35,0,5,64,39,603,0,109,25,104,32,3,0,9,218,757,572,0,0,0,21,7,278,86,12,65,0,380,99,52,4,0,0,0,63,0,56,1391,143,0,152,0,0,3,0,1303,194,69,1481,19,20
HACKGx321W3,HACKGx321,W3,HACK,HACK/G,2656,896,1159,39,0,11,30,158,1901,24,154,17,183,16,7,0,8,138,540,5296,0,0,0,21,31,861,344,3,28,0,323,82,325,0,0,0,0,357,5,80,4204,191,4,195,0,0,0,0,1887,310,63,2507,13,45
HACKGx328W3,HACKGx328,W3,WT,WT,399,565,2367,132,0,6,54,2,1702,11,489,57,379,21,0,0,12,813,1486,5386,0,13,0,0,345,1006,146,0,25,0,525,60,1326,0,0,0,0,20,8,190,1381,0,0,395,28,12,12,0,286,472,80,11,18,142
HACKGx331W3,HACKGx331,W3,HACKG,HACK/G,126,1520,1852,58,14,9,134,10,1346,22,430,20,435,31,12,0,7,709,1159,1580,5,0,0,19,208,778,244,18,90,0,639,535,861,9,0,0,0,0,0,126,1473,0,0,389,10,0,3,0,147,108,88,8,3,196
HACKGx342W3,HACKGx342,W3,HACKG,HACK/G,9766,2206,3227,84,7,9,172,45,2668,68,497,100,1002,48,18,0,41,1940,1988,8651,0,20,0,42,1066,3044,706,30,199,6,1268,1543,1574,7,0,0,0,77,31,184,6555,574,70,854,10,9,8,0,1697,987,138,7584,42,150
HACKGx344W3,HACKGx344,W3,WT,WT,18252,1182,4979,248,14,15,113,0,2565,22,516,194,872,47,11,10,6,1505,1874,714,4,9,0,43,186,2675,515,28,111,0,826,316,943,2,0,14,0,77,6,491,2289,1116,21,527,57,0,22,7,1181,793,313,23,8,69
